Número do Termo;Nome da Organização;Nome do Projeto;Tipo de Termo;Portaria que Rege;CNPJ da OSC;Data de Início;Data de Encerramento;Vigência em Meses;Total do Projeto;Valor Repassado;Conta Específica Prevista;É transição?;Processo SEI de Celebração;Processo SEI de Prestação de Contas;Endereço do Projeto;SEI do Plano de Trabalho;SEI do Orçamento Anual;Tem contrapartida?
TCV/022/2014/SMDHC/FUMCAD;IDEAL: Instituto de Desenvolvimento, Educação, Análise e Legislação;Cantinho Verde;Convênio - Passivo;;7,5266E+12;01/08/2014;31/07/2015;12;349501,6;349501,6;;;2,013E+11;6,0742E+15;;;;
TCV/023/2014/SMDHC/FUMCAD;NUA: Instituto Nova União da Arte;Traço de União;Convênio - Passivo;;7,67692E+12;01/08/2014;31/07/2015;12;284837,04;284837,04;;;6,0742E+15;6,0742E+15;;;;
TCV/024/2014/SMDHC/FUMCAD;Associação Morumbi de Integração Social;Vida em Movimento;Convênio - Passivo;;5,00594E+13;01/09/2014;30/08/2015;12;170624,89;170624,89;;;2,01301E+11;6,0742E+15;;;;
TCV/025/2014/SMDHC/FUMCAD;Instituto André Franco Vive;Roda de Histórias;Convênio - Passivo;;07122453000130 ;01/09/2014;30/08/2015;12;99369;99369;;;2,01301E+11;6,0742E+15;;;;
TCV/026/2014/SMDHC/FUMCAD;Associação Criança Brasil;BRASILIDADES - RESGATE DO FOLCLORE BRASILEIRO;Convênio - Passivo;;5,83732E+13;01/09/2014;30/08/2015;12;79850;79850;;;2,01301E+11;6,0742E+15;;;;
TCV/027/2014/SMDHC/FUMCAD;ADJ: Associação de Diabetes Juvenil;Nosso Aluno com Diabetes;Convênio - Passivo;;4,35678E+13;01/09/2014;30/08/2015;12;171963;171963;;;2,01301E+11;6,0742E+15;;;;
TCV/028/2014/SMDHC/FUMCAD;Instituto André Franco Vive;Figura – Marcas da Vida;Convênio - Passivo;;07122453000130 ;01/09/2014;30/08/2015;12;104279;104279;;;2,01301E+11;6,0742E+15;;;;
TCV/029/2014/SMDHC/FUMCAD;Projeto Casulo;Futuro Ideal – Qualificação Profissional em Organização de Eventos e Lazer;Convênio - Passivo;;1,13005E+13;01/09/2014;30/08/2015;12;225142,5;225142,5;;;2,01301E+11;6,0742E+15;;;;
TCV/030/2014/SMDHC/FUMCAD;Associação Brasileira de Busca e Defesa a Criança Desaparecida / Mães da Sé;REDE ALERTA;Convênio - Passivo;;1,47409E+12;01/09/2014;30/08/2015;12;478200;478200;;;2,01301E+11;6,0742E+15;;;;
TCV/031/2014/SMDHC/FUMCAD;IVM: Instituto Viva Melhor;POLO SONHAR E VOAR;Convênio - Passivo;;8,00263E+12;01/09/2014;30/08/2015;12;471750;471750;;;2,01301E+11;6,0742E+15;;;;
TCV/032/2014/SMDHC/FUMCAD;Instituto Tomie Ohtake;O Adolescente e a Cultura: a formação como criação, reflexão e intervenção;Convênio - Passivo;;9,84768E+11;01/09/2014;30/08/2015;12;404840;404840;;;2,013E+11;-;;;;
TCV/033/2014/SMDHC/FUMCAD;Instituto Sorrir para Vida;Sorriso do Bem;Convênio - Passivo;;9,66539E+12;01/09/2014;30/08/2015;12;180000;180000;;;2,01301E+11;-;;;;
TCV/034/2014/SMDHC/FUMCAD;ONGF: Organização Não Governamental Futurong - Ação Social Cultural;Judô Futurong;Convênio - Passivo;;5,43954E+12;01/09/2014;30/08/2015;12;253584;253584;;;6,0742E+15;6,0742E+15;;;;
TCV/035/2014/SMDHC/FUMCAD;Fundação Gol de Letra;Sexualidade: Partilhando Idéias e Garantindo Direitos;Convênio - Passivo;;2,82061E+12;01/09/2014;30/08/2015;12;115282,24;115282,24;;;2,01303E+11;-;;;;
TCV/036/2014/SMDHC/FUMCAD;Fundação Gol de Letra;Histórias e Jogos;Convênio - Passivo;;2,82061E+12;01/09/2014;30/08/2015;12;721410,51;721410,51;;;2,01303E+11;-;;;;
TCV/037/2014/SMDHC/FUMCAD;ONGF: Organização Não Governamental Futurong - Ação Social Cultural;Música Popular Brasileira Futurong;Convênio - Passivo;;5,43954E+12;01/10/2014;30/09/2015;12;159360;159360;;;2,01303E+11;6,0742E+15;;;;
TCV/038/2014/SMDHC/FUMCAD;Associação Cidade Escola Aprendiz;FORTALECIMENTO DOS FÓRUNS DE REDES DE DEFESA DA CRIANÇA E DO ADOLESCENTE NO FUNDÃO DO JARDIM ÂNGELA;Convênio - Passivo;;3,07438E+12;01/10/2014;30/09/2015;12;259938,58;259938,58;;;6,0742E+15;6,0742E+15;;;;
TCV/039/2014/SMDHC/FUMCAD;Associação Cidade Escola Aprendiz;Escolas em Rede;Convênio - Passivo;;3,07438E+12;01/10/2014;30/09/2015;12;340050;340050;;;6,0742E+15;-;;;;
TCV/040/2014/SMDHC/FUMCAD;Associação Fazendo História;Acolhimento em Rede Zona Leste;Convênio - Passivo;;7,32504E+12;01/10/2014;30/09/2015;12;194118;194118;;;2,01303E+11;6,0742E+15;;;;
TCV/041/2014/SMDHC/FUMCAD;Aliança de Misericórdia;SuperAção pelo Brincar;Convênio - Passivo;;4,18647E+12;01/10/2014;30/09/2015;12;328362,24;328362,24;;;2,01303E+11;6,0742E+15;;;;
TCV/042/2014/SMDHC/FUMCAD;Instituto Criar de TV e Cinema;CULTURA AUDIOVISUAL NA ESCOLA;Convênio - Passivo;;5,60002E+12;01/10/2014;30/09/2015;12;296713,85;296713,85;;;2,01303E+11;6,0742E+15;;;;
TCV/043/2014/SMDHC/FUMCAD;Instituto Dom Bosco;Esporte Cultura e Arte;Convênio - Passivo;;6,08022E+13;01/11/2014;30/10/2015;12;47909,88;47909,88;;;2,01301E+11;-;;;;
TCV/044/2014/SMDHC/FUMCAD;Instituto Dom Bosco;Aprendendo com Alegria;Convênio - Passivo;;6,08022E+13;01/11/2014;30/10/2015;12;35425,48;35425,48;;;2,01301E+11;6,0742E+15;;;;
TCV/045/2014/SMDHC/FUMCAD;Aldeia do Futuro;Bola pra Frente-Educação pelo Esporte, Arte e Cidadania;Convênio - Passivo;;7,41371E+13;01/11/2014;30/10/2015;12;158130;158130;;;2,01301E+11;6,0742E+15;;;;
TCV/046/2014/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;DEFENDENDO DIREITOS E ENFRENTANDO A VIOLÊNCIA;Convênio - Passivo;;6,05022E+13;01/11/2014;30/10/2016;24;786959,7;786959,7;;;2,01303E+11;6,0742E+15;;;;
TCV/047/2014/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;CAMINHOS PARA A INCLUSÃO;Convênio - Passivo;;6,05022E+13;01/11/2014;30/10/2016;24;1379028,36;1379028,36;;;2,01303E+11;6,0742E+15;;;;
TCV/048/2014/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;SINFONIA DAS CORES;Convênio - Passivo;;8,74568E+12;01/12/2014;30/11/2015;12;260023,62;260023,62;;;2,01303E+11;-;;;;
TCV/049/2014/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;KARATÊ E TAEKWONDO: CAMINHOS PARA A INCLUSÃO II;Convênio - Passivo;;8,74568E+12;01/12/2014;30/11/2015;12;697050;697050;;;2,01303E+11;-;;;;
TCV/050/2014/SMDHC/FUMCAD;CIP: Congregação Israelita Paulista;Jovem Cidadão – Formação de Habilidades, Competências e Capacitação;Convênio - Passivo;;6,07661E+13;01/11/2014;30/10/2015;12;413505,94;413505,94;;;2,01303E+11;6,0742E+15;;;;
TCV/051/2014/SMDHC/FUMCAD;NUA: Instituto Nova União da Arte;Quebrada Sustentável Formação Continuada de Facilitadores Ambientais;Convênio - Passivo;;7,67692E+12;01/11/2014;30/10/2015;12;315000;315000;;;2,01301E+11;6,0742E+15;;;;
TCV/052/2014/SMDHC/FUMCAD;Ação Comunitária do Brasil – São Paulo / Vocação;Famílias que Educam;Convênio - Passivo;;6,17502E+13;01/11/2014;30/10/2015;12;1015757,17;1015757,17;;;2,01303E+11;-;;;;
TCV/053/2014/SMDHC/FUMCAD;CAMP Pinheiros: Centro Assistencial de Motivação Profissional;Oficinas de Cordas;Convênio - Passivo;;5,02465E+13;03/11/2014;30/10/2015;12;33896,32;33896,32;;;2,01301E+11;6,0742E+15;;;;
TCV/063/2014/SMDHC/FUMCAD;Instituto Anchieta Grajaú / Grupo Itápolis - Ação e Reintegração Social;Quixotes Urbanos;Convênio - Passivo;;1,42507E+11;01/12/2014;30/11/2015;12;126402,36;126402,36;;;2,01203E+11;6,0742E+15;;;;
TCV/064/2014/SMDHC/FUMCAD;Instituto Arte Ensina / Instituto Pensarte;Concertos Sustentáveis;Convênio - Passivo;;2,60676E+12;01/12/2014;30/11/2015;12;216000;216000;;;2,01301E+11;6,0742E+15;;;;
TCV/065/2014/SMDHC/FUMCAD;Associação Mutirão do Pobre;Conte Comigo;Convênio - Passivo;;6,22497E+13;01/12/2014;30/11/2015;12;176607;176607;;;2,013E+11;6,0742E+15;;;;
TCV/066/2014/SMDHC/FUMCAD;IDEAL: Instituto de Desenvolvimento, Educação, Análise e Legislação;Integração Através do Esporte;Convênio - Passivo;;7,5266E+12;01/12/2014;30/11/2015;12;377147,12;377147,12;;;2,01303E+11;-;;;;
TCV/067/2014/SMDHC/FUMCAD;TUCCA - Associação para Crianças e Adolescentes com Câncer;O CUIDAR NO FINAL DA VIDA;Convênio - Passivo;;3,09266E+12;01/12/2014;30/11/2015;12;187932,93;187932,93;;;2,01303E+11;6,0742E+15;;;;
TCV/068/2014/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Arte em Ação;Convênio - Passivo;;6,09787E+13;01/12/2014;30/11/2015;12;150893,28;150893,28;;;2,013E+11;6,0742E+15;;;;
TCV/069/2014/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Esporte pela Cidadania;Convênio - Passivo;;6,09787E+13;01/12/2014;30/11/2015;12;297970,28;297970,28;;;2,01301E+11;6,0742E+15;;;;
TCV/070/2014/SMDHC/FUMCAD;Associação Cruz Verde;Exame de Nasofibrolaringoscopia Funcional para Crianças com Paralisia Cerebral;Convênio - Passivo;;6,07628E+13;01/12/2014;30/11/2015;12;105922,44;105922,44;;;2,013E+11;6,0742E+15;;;;
TCV/071/2014/SMDHC/FUMCAD;Ação Comunitária do Brasil – São Paulo / Vocação;Conexão Jovem;Convênio - Passivo;;6,17502E+13;01/12/2014;30/11/2015;12;2309755,77;2309755,77;;;2,01303E+11;6,0742E+15;;;;
TCV/072/2014/SMDHC/FUMCAD;Associação Beneficente dos Funcionários do Grupo AIlianz Seguros;Núcleo de Expressão Artística Vida Nova;Convênio - Passivo;;7,46367E+13;01/12/2014;30/11/2015;12;195507;195507;;;2,01301E+11;-;;;;
TCV/073/2014/SMDHC/FUMCAD;Obra Filantrópica e Missionária Novo Lar Betânia;Educação e Cultura no Lar Betania;Convênio - Passivo;;6,55089E+13;01/12/2014;30/11/2015;12;341672;341672;;;2,01303E+11;6,0742E+15;;;;
TCV/074/2014/SMDHC/FUMCAD;Associação AlfaSol;Juventude Pro – Protagonistas do Futuro;Convênio - Passivo;;2,87177E+12;01/12/2014;30/11/2015;12;2328904,74;2328904,74;;;2,01301E+11;6,0742E+15;;;;
TCV/075/2014/SMDHC/FUMCAD;Centro Social Nossa Senhora do Bom Parto;Ação Proteção;Convênio - Passivo;;6,22645E+13;01/12/2014;30/11/2015;12;134592,02;134592,02;;;2,01301E+11;6,0742E+15;;;;
TCV/076/2014/SMDHC/FUMCAD;Instituto C - Criança, Cuidado, Cidadão;Assistência Básica para Crianças na Primeira Infância;Convênio - Passivo;;1,46449E+13;01/12/2014;30/11/2015;12;147328,92;147328,92;;;2,01303E+11;6,0742E+15;;;;
TCV/077/2014/SMDHC/FUMCAD;Instituto Tomie Ohtake;Diálogos Poéticos e Educacionais com a Arte Contemporânea;Convênio - Passivo;;9,84768E+11;01/12/2014;30/11/2015;12;502140;502140;;;2,01301E+11;6,0742E+15;;;;
TCV/078/2014/SMDHC/FUMCAD;ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração;Interdisciplinariedade no Atendimento à Criança Cardíaca;Convênio - Passivo;;2,36857E+11;01/12/2014;30/11/2016;24;680688;680688;;;2,01303E+11;6,0742E+15;;;;
TCV/079/2014/SMDHC/FUMCAD;FUNDASP: Fundação São Paulo;Atendimento Bilíngue em Saúde e Educação;Convênio - Passivo;;6,09908E+13;01/12/2014;30/11/2015;12;249750;249750;;;2,01301E+11;6,0742E+15;;;;
TCV/080/2014/SMDHC/FUMCAD;Associação Fazendo História;Formação de profissionais de serviços de acolhimento;Convênio - Passivo;;7,32504E+12;01/12/2014;30/11/2015;12;198841,33;198841,33;;;2,01301E+11;-;;;;
TCV/081/2014/SMDHC/FUMCAD;Associação Fazendo História;Trabalhando vínculos em instituições de acolhimento;Convênio - Passivo;;7,32504E+12;01/12/2014;30/11/2015;12;233066,67;233066,67;;;2,01301E+11;-;;;;
TCV/082/2014/SMDHC/FUMCAD;Instituto Anchieta Grajaú / Grupo Itápolis - Ação e Reintegração Social;Anchieta Esporte Clube;Convênio - Passivo;;1,42507E+11;01/12/2014;30/11/2015;12;116340;116340;;;2,01203E+11;6,0742E+15;;;;
TCV/083/2014/SMDHC/FUMCAD;UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região;Iluminar;Convênio - Passivo;;3,88837E+13;01/12/2014;30/11/2015;12;280735,96;280735,96;;;6,0742E+15;6,0742E+15;;;;
TCV/084/2014/SMDHC/FUMCAD;Instituto André Franco Vive;Música: Percussão Ritmos Brasileiros;Convênio - Passivo;;07122453000130 ;01/12/2014;30/06/2015;7;48922;48922;;;2,01301E+11;6,0742E+15;;;;
TCV/085/2014/SMDHC/FUMCAD;Moradia Associação Civil;Casa Taiguara de Cultura Digital;Convênio - Passivo;;6,92727E+13;01/12/2014;30/11/2015;12;321880;321880;;;2,01303E+11;6,0742E+15;;;;
TCV/086/2014/SMDHC/FUMCAD;IOS: Instituto da Oportunidade Social;Unidade de Acompanhamento IOS Jardim Ângela;Convênio - Passivo;;2,44928E+12;01/12/2014;30/11/2015;12;258419,92;258419,92;;;2,01301E+11;-;;;;
TCV/087/2014/SMDHC/FUMCAD;CCG: Clínica Comunitária Grei;Projeto Infância e Vida – Não a violência Infantil;Convênio - Passivo;;9,11079E+12;01/12/2014;30/11/2015;12;327974,29;327974,29;;;2,01303E+11;6,0742E+15;;;;
TCV/088/2014/SMDHC/FUMCAD;ADERE: Associação para Desenvolvimento Educacional e Recuperação do Excepcional;Projeto de Bem com a Vida;Convênio - Passivo;;4,34878E+13;01/12/2014;30/11/2015;12;185408,23;185408,23;;;2,01303E+11;6,0742E+15;;;;
TCV/089/2014/SMDHC/FUMCAD;Centro de Estudos da Sexualidade Humana do Instituto Kaplan;Quebra Tabu na Cidade de São Paulo;Convênio - Passivo;;6,91036E+13;01/12/2014;30/11/2015;12;101520;101520;;;2,013E+11;6,0742E+15;;;;
TCV/090/2014/SMDHC/FUMCAD;CAMP Oeste – Centro de Assistência e Motivação de Pessoas;Centro de Aprendizagem Automotiva Profissional;Convênio - Passivo;;5,2569E+13;01/12/2014;30/11/2015;12;338134,14;338134,14;;;2,01301E+11;6,0742E+15;;;;
TCV/091/2014/SMDHC/FUMCAD;Instituto Futuro de Desenvolvimento Social Educacional, Cultural e Ambiental;Educação Expandida;Convênio - Passivo;;8,80708E+12;01/12/2014;30/11/2015;12;352600;352600;;;2,01303E+11;6,0742E+15;;;;
TCV/092/2014/SMDHC/FUMCAD;Instituto Gabriele Barreto Sogari;Oficinas Terapêuticas da Saúde, minimizando dificuldades e valorizando potencialidades da Pessoa com Deficiência;Convênio - Passivo;;4,60104E+12;01/12/2014;30/11/2015;12;46784;46784;;;2,01301E+11;6,0742E+15;;;;
TCV/094/2014/SMDHC/FUMCAD;AFISMAP: Associação Filhas de Santa Maria da Previdência;Terapia como Suporte à Inclusão;Convênio - Passivo;;9,28734E+13;01/12/2014;30/11/2015;12;169200;169200;;;2,01301E+11;6,0742E+15;;;;
TCV/001/2015/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Atendimento Psicológico de Crianças e Adolescentes com Câncer no Hospital do GRAACC;Convênio - Passivo;;6,71857E+13;02/02/2015;01/02/2017;24;979644,22;979644,22;;;2,01303E+11;6,0742E+15;;;;
TCV/002/2015/SMDHC/FUMCAD;FIC: Fraternidade Irmã Clara;A importância da capacitação profissional da equipe reabilitação;Convênio - Passivo;;5,08625E+13;02/02/2015;01/02/2016;12;104600;104600;;;2,01303E+11;6,0742E+15;;;;
TCV/003/2015/SMDHC/FUMCAD;FIC: Fraternidade Irmã Clara;Orientações e acessibilidade para uma melhor qualidade de vida;Convênio - Passivo;;5,08625E+13;02/02/2015;01/02/2016;12;235998,3;235998,3;;;2,01303E+11;6,0742E+15;;;;
TCV/004/2015/SMDHC/FUMCAD;Instituto das Irmãs de Santa Dorothea;Um Pé na Rede, um pé na vida;Convênio - Passivo;;1,21267E+12;02/02/2015;01/02/2016;12;149439,38;149439,38;;;2,01303E+11;6,0742E+15;;;;
TCV/005/2015/SMDHC/FUMCAD;Instituto Reciclar / Instituto de Reciclagem do Adolescente;Oficina de Reciclagem de Papel: preparação e apoio a entrada no mercado de trabalho e geração de renda;Convênio - Passivo;;7,50121E+11;02/02/2015;01/02/2017;24;771598;771598;;;2,01303E+11;-;;;;
TCV/026/2015/SMDHC/FUMCAD;AAPQ: Associação de Apoio ao Projeto Quixote;Quixote Jovem Transformador;Convênio - Passivo;;4,25069E+12;04/05/2015;03/05/2016;12;840756,88;840756,88;;;2,01303E+11;6,0742E+15;;;;
TCV/027/2015/SMDHC/FUMCAD;Instituto Fomentando Redes e Empreendedorismo Social;Projeto Semearte;Convênio - Passivo;;1,05898E+13;04/05/2015;03/05/2016;12;207600;207600;;;2,01303E+11;-;;;;
TCV/030/2015/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;Aprendendo com o Centro de Memória Dorina Nowill;Convênio - Passivo;;6,05071E+13;04/05/2015;03/05/2016;12;910535,23;910535,23;;;2,01303E+11;6,0742E+15;;;;
TCV/031/2015/SMDHC/FUMCAD;Associação Amigos dos Excepcionais do Brooklin;Desenvolver para Incluir;Convênio - Passivo;;5,38126E+13;04/05/2015;03/05/2016;12;235769,41;235769,41;;;2,01303E+11;6,0742E+15;;;;
TCV/032/2015/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;Palestras Inclusivas – Informar para Transformar;Convênio - Passivo;;6,05071E+13;01/06/2015;31/03/2016;10;245418,72;245418,72;;;2,01303E+11;6,0742E+15;;;;
TCV/034/2015/SMDHC/FUMCAD;CIP: Congregação Israelita Paulista;Pequenos Cidadãos;Convênio - Passivo;;6,07661E+13;01/06/2015;31/05/2016;12;317314,88;317314,88;;;2,01303E+11;6,0742E+15;;;;
TCV/033/2015/SMDHC/FUMCAD;Associação Vida Jovem;Uni Duni Tê, Escolha Você!;Convênio - Passivo;;5,70624E+13;01/06/2015;31/05/2016;12;363898,28;363898,28;;;2,01303E+11;6,0742E+15;;;;
TCV/035/2015/SMDHC/FUMCAD;Criança Segura - Safe Kids Brasil;Criança Segura nos Esportes;Convênio - Passivo;;4,94144E+12;01/06/2015;31/05/2016;12;182592;182592;;;2,01303E+11;-;;;;
TCV/036/2015/SMDHC/FUMCAD;Criança Segura - Safe Kids Brasil;Formação de Mobilizadores;Convênio - Passivo;;4,94144E+12;01/06/2015;31/05/2016;12;118151,98;118151,98;;;2,01303E+11;6,0742E+15;;;;
TCV/037/2015/SMDHC/FUMCAD;Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional;Uma nova abordagem na aplicação de medidas socioeducativas em meio aberto;Convênio - Passivo;;6,28089E+13;01/06/2015;31/05/2016;12;370291,08;370291,08;;;2,01303E+11;6,0742E+15;;;;
TCV/038/2015/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Atendimento avançado de enfermagem no tratamento de crianças e adolescentes com câncer;Convênio - Passivo;;6,71857E+13;01/06/2015;31/05/2017;24;6513714,4;6513714,4;;;2,01303E+11;-;;;;
TCV/039/2015/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Acompanhamento Nutricional de pacientes com diagnóstico de câncer da admissão até a alta do tratamento;Convênio - Passivo;;6,71857E+13;01/06/2015;31/05/2017;24;2678748,54;2678748,54;;;2,01303E+11;6,0742E+15;;;;
TCV/041/2015/SMDHC/FUMCAD;Ato Cidadão;Criança é Central;Convênio - Passivo;;5,25833E+12;01/06/2015;29/02/2016;9;268519,68;268519,68;;;2,01303E+11;6,0742E+15;;;;
TCV/042/2015/SMDHC/FUMCAD;SME: Secretaria Municipal de Educação;Mais Escola I;Convênio - Passivo;;4,63921E+13;26/06/2015;25/05/2017;23;67262911,37;67262911,37;;;6,0742E+15;6,0742E+15;;;;
TCV/044/2015/SMDHC/FUMCAD;Intituto Movere de Ações Comunitárias;Núcleo de Atenção contra a Violência em Crianças e Adolescentes Obesos;Convênio - Passivo;;6,28468E+12;01/10/2015;30/09/2016;12;236260;236260;;;2,01303E+11;-;;;;
TCV/050/2015/SMDHC/FUMCAD;IMBRA: Instituto Muda Brasil;Mudando a História;Convênio - Passivo;;8,81752E+12;01/10/2015;30/09/2017;24;991427,52;991427,52;;;2,01303E+11;6,0742E+15;;;;
TCV/051/2015/SMDHC/FUMCAD;Instituto Vida São Paulo;Flor de Liz;Convênio - Passivo;;3,81648E+12;01/10/2015;30/09/2016;12;185742;185742;;;2,01303E+11;-;;;;
TCV/052/2015/SMDHC/FUMCAD;Associação AlfaSol;Educação e Iniciação Profissional Juvenil em Práticas Bancárias;Convênio - Passivo;;2,87177E+12;03/11/2015;31/10/2016;12;1087840,88;1087840,88;;;2,01303E+11;-;;;;
TCV/054/2015/SMDHC/FUMCAD;Fundação Fé e Alegria do Brasil;Comunidade em Ação Cidadania na Mão;Convênio - Passivo;;4,62504E+13;03/11/2015;31/10/2016;12;178456,36;178456,36;;;2,01303E+11;6,0742E+15;;;;
TCV/055/2015/SMDHC/FUMCAD;Intituto Movere de Ações Comunitárias;A Tecnologia a favor da Comunicação na Reabilitação Motora ;Convênio - Passivo;;6,28468E+12;01/12/2015;30/11/2016;12;138800;138800;;;2,01303E+11;6,0742E+15;;;;
TCV/056/2015/SMDHC/FUMCAD;Associação Fazendo História;Grupo Nós;Convênio - Passivo;;7,32504E+12;03/11/2015;31/10/2016;12;320760;320760;;;2,01303E+11;6,0742E+15;;;;
TCV/046/2015/SMDHC/FUMCAD;Arte Despertar;Arte e Cultura na Interação de Orientadores com Crianças e Adolescentes;Convênio - Passivo;;2,46908E+12;03/11/2015;30/04/2016;6;116098;116098;;;2,01303E+11;6,0742E+15;;;;
TCV/049/2015/SMDHC/FUMCAD;UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região;Esportemática;Convênio - Passivo;;3,88837E+13;01/12/2015;30/11/2016;12;183600;183600;;;2,01303E+11;6,0742E+15;;;;
TCV/053/2015/SMDHC/FUMCAD;IOS: Instituto da Oportunidade Social;Capacitação e Promoção do Primeiro Emprego para Jovens das Comunidades da Zona Sul de São Paulo;Convênio - Passivo;;2,44928E+12;03/11/2015;31/10/2016;12;183898,35;183898,35;;;2,01303E+11;6,0742E+15;;;;
TCV/069/2015/SMDHC/FUMCAD;Associação Civil Anima;Construindo Juntos;Convênio - Passivo;;2,51757E+11;01/12/2015;30/11/2017;24;469670,1;469670,1;;;2,01303E+11;6,0742E+15;;;;
TCV/057/2015/SMDHC/FUMCAD;Instituto Fomentando Redes e Empreendedorismo Social;Projeto Movimentarte;Convênio - Passivo;;1,05898E+13;03/11/2015;31/10/2017;24;577920;577920;;;2,01303E+11;6,0742E+15;;;;
TCV/058/2015/SMDHC/FUMCAD;ASA: Associação Santo Agostinho;Nutrição é Saúde;Convênio - Passivo;;6,22725E+13;03/11/2015;31/10/2017;24;465067,75;465067,75;;;2,01303E+11;6,0742E+15;;;;
TCV/059/2015/SMDHC/FUMCAD;Instituto Patrícia Medrado;Tênis no CÉU Campo Limpo;Convênio - Passivo;;2,85902E+12;03/11/2015;31/10/2017;24;766819,41;766819,41;;;2,01303E+11;6,0742E+15;;;;
TCV/063/2015/SMDHC/FUMCAD;Fundação Fé e Alegria do Brasil;Crianças e Adolescentes em Ação “Cidadania na Mão;Convênio - Passivo;;4,62504E+13;03/11/2015;31/10/2016;12;99180;99180;;;2,01303E+11;6,0742E+15;;;;
TCV/065/2015/SMDHC/FUMCAD;Associação Educacional e Assistencial Casa do Zézinho;Família Zézinho;Convênio - Passivo;;7,4566E+13;03/11/2015;31/10/2016;12;369081,46;369081,46;;;2,01303E+11;6,0742E+15;;;;
TCV/067/2015/SMDHC/FUMCAD;AMHD: Associação Maria Helen Drexel;Viver e Conviver;Convênio - Passivo;;4,40062E+13;01/12/2015;30/11/2017;24;225840;225840;;;2,01303E+11;-;;;;
TCV/068/2015/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Sinfonia das Águas;Convênio - Passivo;;8,74568E+12;01/12/2015;30/11/2017;24;620180;620180;;;2,01303E+11;-;;;;
TCV/070/2015/SMDHC/FUMCAD;Obra Filantrópica e Missionária Novo Lar Betânia;Capoeira e Judô;Convênio - Passivo;;6,55089E+13;01/12/2015;30/11/2016;12;257920;257920;;;2,01303E+11;6,0742E+15;;;;
TCV/072/2015/SMDHC/FUMCAD;Instituto Shalom / Liga Israelita Do Brasil;Desenvolvimento, inserção e acompanhamento de pessoas com deficiência intelectual;Convênio - Passivo;;6,18044E+13;01/12/2015;30/11/2016;12;86910,33;86910,33;;;2,01303E+11;6,0742E+15;;;;
TCV/073/2015/SMDHC/FUMCAD;Movimento Comunitário Estrela Nova;Movimentos para a Cidadania;Convênio - Passivo;;5,38172E+13;01/12/2015;30/11/2017;24;447146,04;447146,04;;;2,01303E+11;6,0742E+15;;;;
