Número do Termo;Nome da Organização;Nome do Projeto;Tipo de Termo;Portaria que Rege;CNPJ da OSC;Data de Início;Data de Encerramento;Vigência em Meses;Total do Projeto;Valor Repassado;Conta Específica Prevista;É transição?;Processo SEI de Celebração;Processo SEI de Prestação de Contas;Endereço do Projeto;SEI do Plano de Trabalho;SEI do Orçamento Anual;Tem contrapartida?
TCL/004/2020/SMDHC/CPLGBTI;Casarão Brasil - Associação LGBTI;Gestão do “Centro de Cidadania LGBTI” da Região Oeste e do “Programa Transcidadania”;Colaboração;;1,00135E+13;27/08/2020;15/08/2025;60;4329607,29;4169524,06;;;6,0742E+15;6,0742E+15;;;;
TCL/005/2020/SMDHC/ODH;Instituto Akhanda de Integração Social, Educação, Cultura e Desenvolvimento Humano;Gestão do Núcleo de Direitos Humanos de Capela do Socorro e Núcleo de Direitos Humanos de Jabaquara - lote 1;Colaboração;;1,3986E+13;01/10/2020;18/10/2022;25;1640484,12;660400;;;6,0742E+15;6,0742E+15;;;;
TCL/006/2020/SMDHC/ODH;Associação Beneficente Luz da Sabedoria;Gestão do Núcleo de Direitos Humanos de São Miguel e São Mateus - Lote 2;Colaboração;;5,86323E+13;01/10/2020;30/09/2024;49;1549379,17;1201774,47;;;6,0742E+15;6,0742E+15;;;;
TCL/007/2020/SMDHC/ODH;Instituto Akhanda de Integração Social, Educação, Cultura e Desenvolvimento Humano;Gestão do Núcleo de Direitos Humanos de Santana/Tucuruvi e Penha- lote 3;Colaboração;;1,3986E+13;01/10/2020;18/10/2022;25;1640484,12;660400;;;6,0742E+15;6,0742E+15;;;;
TCL/230/2019/SMADS/CPLGBTI;Grupo Pela VIDDA: Valorização Integração e Dignidade do Doente de Aids de São Paulo;Centro de Referência e Defesa da Diversidade;Colaboração;;6,78363E+13;01/01/2021;31/12/2024;49;5705392,12;5848775,32;;;6,0742E+15;6,0742E+15;;;;
TCL/410/2018/SMADS/CPPSR;SEFRAS - Ação Social Franciscana;Serviço de Inclusão Social e Produtiva - SEFRAS/RECIFRAN;Colaboração;;1,18611E+13;01/01/2021;15/08/2026;68;3531306,77;3044905,8;;;6,0742E+15;6,0742E+15;;;;
TCL/506/2018/SMDHC/CPPSR;CGGDH: Centro Gaspar Garcia de Direitos Humanos;Serviço de Inclusão Social e Produtiva - PROGRAMA REVIRAVOLTA/COOPERE;Colaboração;;5,99401E+13;01/01/2021;30/09/2025;58;3234336,39;4094674,13;;;6,0742E+15;6,0742E+15;;;;
TCL/001/2021/SMDHC/CPIR;Associação Beneficente Educacional e Cultural Ile Asé Iyalode Oyó;Centros de Referência de Promoção da Igualdade Racial;Colaboração;;1,40786E+13;01/03/2021;31/05/2022;15;1173868,63;1173868,63;;;6,0742E+15;6,0742E+15;;;;
TCL/002/2021/SMDHC/CPPSR;SEFRAS - Ação Social Franciscana;Gestão do Centro de Defesa dos Direitos da População em Situação de Rua;Colaboração;;1,18611E+13;22/03/2021;21/06/2024;40;1267152,87;1289643,39;;;6,0742E+15;6,0742E+15;;;;
TCL/003/2021/SMDHC/ODH;CCL: Cáritas Campo Limpo;Núcleos de atendimento em Direitos Humanos - Unidades Campo Limpo e Butantã ;Colaboração;;6,40331E+13;07/12/2021;06/12/2023;24;787131,4;787131,4;;;6,0742E+15;6,0742E+15;;;;
TCL/002/2022/SMDHC/ODH;Instituto Akhanda de Integração Social, Educação, Cultura e Desenvolvimento Humano;Núcleos de atendimento em Direitos Humanos - unidades Ipiranga e Cidade Tiradentes;Colaboração;;1,3986E+13;25/03/2022;17/11/2022;8;790954,56;191574,66;;;6,0742E+15;6,0742E+15;;;;
TCL/003/2022/SMDHC/CPIR;Instituto Akhanda de Integração Social, Educação, Cultura e Desenvolvimento Humano;Gestão de Centros de Referência da Promoção da Igualdade Racial;Colaboração;;1,3986E+13;01/06/2022;30/11/2022;6;1058156,52;533782,92;;;6,0742E+15;6,0742E+15;;;;
TCL/005/2022/SMDHC/ODH;Instituto Pesquisa Popular Meu Lugar;Gestão do Núcleo de Direitos Humanos de Santana/Tucuruvi e Penha;Colaboração;;2,07205E+13;27/10/2022;26/04/2023;6;254341,44;254341,44;;;6,0742E+15;6,0742E+15;;;;
TCL/006/2022/SMDHC/ODH;Instituto Pesquisa Popular Meu Lugar;"Gestão do Núcleo de Direitos Humanos de Capela do Socorro e Núcleo de Direitos Humanos de Jabaquara 
";Colaboração;;2,07205E+13;27/10/2022;26/04/2023;6;254341,44;254341,44;;;6,0742E+15;6,0742E+15;;;;
TCL/009/2022/SMDHC/ODH;Associação União em Família e Amigos;Gestão do Núcleo de Direitos Humanos de Ipiranga e Cidade Tiradentes;Colaboração;;1,06097E+13;21/11/2022;20/05/2023;6;271756,67;271756,67;;;6,0742E+15;6,0742E+15;;;;
TCL/008/2022/SMDHC/CPIR;Instituto Social Espaço Negro;Gestão de Centros de Referência da Promoção da Igualdade Racial;Colaboração;;1,07495E+13;05/12/2022;03/06/2023;6;516578,52;516578,52;;;6,0742E+15;6,0742E+15;;;;
TCL/007/2022/SMDHC/CPJ;Instituto Besouro de Fomento Social e Pesquisa;Expansão dos programas de empreendedorismo para as juventudes em vulnerabilidade da cidade de SP;Colaboração;;7,10544E+12;21/12/2022;24/02/2026;39;48455740;40607290,08;;;6,0742E+15;6,0742E+15;;;;
TCL/004/2023/SMDHC/CPIR;Instituto Social Espaço Negro;Gestão dos Centros de Referência de Promoção da Igualdade Racial - CRPIR;Colaboração;;1,07495E+13;04/06/2023;01/12/2023;6;520517,3;520517,3;;;6,0742E+15;6,0742E+15;;;;
TCL/001/2023/SMDHC/ODH;Instituto Pesquisa Popular Meu Lugar;Gestão do Núcleo de Direitos Humanos Jabaquara e Capela do Socorro, vinculado à Coordenação de Ouvidoria de Direitos Humanos da Secretaria Municipal de Direitos Humanos e Cidadania;Colaboração;;2,07205E+13;26/04/2023;23/10/2023;6;285826,54;285826,54;;;6,0742E+15;6,0742E+15;;;;
TCL/002/2023/SMDHC/ODH;Instituto Pesquisa Popular Meu Lugar;Gestão do Núcleo de Direitos Humanos Santana - Penha, vinculado à Coordenação de Ouvidoria de Direitos Humanos da Secretaria Municipal de Direitos Humanos e Cidadania;Colaboração;;2,07205E+13;26/04/2023;23/10/2023;6;285826,54;285826,55;;;6,0742E+15;6,0742E+15;;;;
TCL/005/2023/SMDHC/ODH;Associação União em Família e Amigos;Gestão do Núcleo de Direitos Humanos de Ipiranga e Núcleo de Direitos Humanos de Cidade Tiradentes , vinculado à Coordenação da Ouvidoria de Direitos Humanos da Secretaria Municipal de Direitos Humanos e Cidadania;Colaboração;;1,06097E+13;21/05/2023;17/11/2023;6;293452,18;293452,18;;;6,0742E+15;6,0742E+15;;;;
TCL/003/2023/SMDHC/CPPSR;Associação Rede Rua;Gestão da Estação Cidadania;Colaboração;;3,22154E+12;01/06/2023;28/11/2023;6;2404573,67;2404573,67;;;6,0742E+15;6,0742E+15;;;;
TCV/001/2018/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;Brincar sem Fronteiras: Coleção de Jogos Recreativos e Inclusivos;Convênio - Passivo;;6,05071E+13;00/01/1900;13/10/2020;1471;3680307,24;3680307,24;;;6,0742E+15;6,0742E+15;;;;
TFM/001/2018/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;Brincar sem Fronteiras: Coleção de Jogos Recreativos e Inclusivos;Fomento;;6,05071E+13;14/10/2020;25/12/2023;39;0;0;;;6,0742E+15;6,0742E+15;;;;
TCV/002/2018/SMDHC/FUMCAD;Casa Jesus, Amor e Caridade / Larzinho;Jovens Empreendedores da Beleza;Convênio - Passivo;;6,86149E+11;00/01/1900;00/01/1900;1;0;0;;;6,0742E+15;6,0742E+15;;;;
TFM/002/2018/SMDHC/FUMCAD;Casa Jesus, Amor e Caridade / Larzinho;Jovens Empreendedores da Beleza;Fomento;;6,86149E+11;01/03/2018;28/02/2020;24;429163,08;349435,77;;;6,0742E+15;6,0742E+15;;;;
TCV/003/2018/SMDHC/FUMCAD;Associação AlfaSol;Audiovisual em Foco: Qualificação e Identidade Juvenil;Convênio - Passivo;;2,87177E+12;00/01/1900;00/01/1900;1;0;0;;;6,0742E+15;6,0742E+15;;;;
TFM/003/2018/SMDHC/FUMCAD;Associação AlfaSol;Audiovisual em Foco: Qualificação e Identidade Juvenil;Fomento;;2,87177E+12;01/03/2018;28/02/2019;12;1258601;1258601;;;6,0742E+15;6,0742E+15;;;;
TCV/004/2018/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Cores e Formas - A Arte da Inclusão;Convênio - Passivo;;8,74568E+12;00/01/1900;00/01/1900;1;0;0;;;6,0742E+15;6,0742E+15;;;;
TFM/004/2018/SMDHC/FUMCAD;IOK: Instituto Olga Kos de Inclusão Social;Cores e Formas - A Arte da Inclusão;Fomento;;8,74568E+12;01/03/2018;28/02/2019;12;745548;745548;;;6,0742E+15;6,0742E+15;;;;
TCV/005/2018/SMDHC/FUMCAD;ARCO - Associação Beneficente;Arco Aprendiz - Atividades de capacitação para jovens e adolescentes;Convênio - Passivo;;6,68627E+13;00/01/1900;00/01/1900;1;0;0;;;6,0742E+15;6,0742E+15;;;;
TFM/005/2018/SMDHC/FUMCAD;ARCO - Associação Beneficente;Arco Aprendiz - Atividades de capacitação para jovens e adolescentes;Fomento;;6,68627E+13;01/03/2018;28/02/2020;24;639640;639640;;;6,0742E+15;6,0742E+15;;;;
TCV/025/2018/SMDHC/FUMCAD;IOS: Instituto da Oportunidade Social;Capacitação Profissional nas Zonas Leste e Oeste;Convênio - Passivo;;2,44928E+12;00/01/1900;00/01/1900;1;0;0;;;6,0742E+15;6,0742E+15;;;;
TFM/006/2018/SMDHC/FUMCAD;IOS: Instituto da Oportunidade Social;Capacitação Profissional nas Zonas Leste e Oeste;Fomento;;2,44928E+12;01/03/2018;28/02/2019;12;707889,2;707889,2;;;6,0742E+15;6,0742E+15;;;;
TCV/007/2018/SMDHC/FUMCAD;ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração;Atendimento da Criança com Cardiopatia;Convênio - Passivo;;2,36857E+11;00/01/1900;00/01/1900;1;0;0;;;6,0742E+15;6,0742E+15;;;;
TFM/007/2018/SMDHC/FUMCAD;ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração;Atendimento da Criança com Cardiopatia;Fomento;;2,36857E+11;01/03/2018;28/02/2019;12;471648;471648;;;6,0742E+15;6,0742E+15;;;;
TFM/008/2018/SMDHC/FUMCAD;Associação Cidade Escola Aprendiz;Chega de Trabalho Infantil;Fomento;;3,07438E+12;02/04/2018;20/03/2020;24;750441,14;750441,14;;;6,0742E+15;6,0742E+15;;;;
TFM/009/2018/SMDHC/FUMCAD;Congregação Santa Cruz;Desenvolvimento e Inclusão da Criança e do Adolescente;Fomento;;6,09932E+13;02/04/2018;31/03/2019;12;502012,44;502012,44;;;6,0742E+15;6,0742E+15;;;;
TFM/010/2018/SMDHC/FUMCAD;FIC: Fraternidade Irmã Clara;Tecnologia Interdisciplinar na FIC;Fomento;;5,08625E+13;02/04/2018;31/03/2020;24;343246,78;343246,78;;;6,0742E+15;6,0742E+15;;;;
TFM/011/2018/SMDHC/FUMCAD;Instituto Educadores Sem Fronteiras;Cultivando a Semente da Sustentabilidade;Fomento;;9,00301E+12;02/04/2018;31/03/2020;24;1133496,1;1133496,1;;;6,0742E+15;6,0742E+15;;;;
TFM/012/2018/SMDHC/FUMCAD;AAPQ: Associação de Apoio ao Projeto Quixote;Eco Quixote: Educação e Sustentabilidade;Fomento;;4,25069E+12;02/04/2018;01/04/2019;12;506294,52;506294,52;;;6,0742E+15;6,0742E+15;;;;
TFM/014/2018/SMDHC/FUMCAD;Associação Programa Educar;Assistente de Manutenção Náutica;Fomento;;1,40953E+12;02/04/2018;31/03/2020;24;468753,36;468753,36;;;6,0742E+15;6,0742E+15;;;;
TFM/015/2018/SMDHC/FUMCAD;Fundação Gol de Letra;Conhecimento e Ação - Educação Integral e Esporte;Fomento;;2,82061E+12;02/04/2018;01/04/2019;12;243377;243377;;;6,0742E+15;6,0742E+15;;;;
TFM/013/2018/SMDHC/FUMCAD;Fundação Julita;Centro de Educação Pelo Esporte;Fomento;;6,28058E+13;02/05/2018;30/04/2020;24;576051,49;576051,49;;;6,0742E+15;6,0742E+15;;;;
TFM/016/2018/SMDHC/FUMCAD;Centro de Promoção Social Bororé;Redescobrindo a identidade, transformando meu horizonte;Fomento;;5,99368E+13;02/05/2018;30/04/2020;24;564674,18;564674,18;;;6,0742E+15;6,0742E+15;;;;
TFM/017/2018/SMDHC/FUMCAD;Instituto André Franco Vive;Educação Ambiental: Empoderamento e Cidadania;Fomento;;07122453000130 ;02/05/2018;12/08/2022;52;191729,15;191729,15;;;6,0742E+15;6,0742E+15;;;;
TFM/018/2018/SMDHC/FUMCAD;Ação Comunitária do Brasil – São Paulo / Vocação;Vocação Sustentável;Fomento;;6,17502E+13;02/05/2018;01/05/2019;12;2134761,98;2134761,98;;;6,0742E+15;6,0742E+15;;;;
TFM/019/2018/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;Diagnóstico: Fazendo a Diferença;Fomento;;6,05022E+13;02/05/2018;30/04/2020;24;2393648,4;2393648,4;;;6,0742E+15;6,0742E+15;;;;
TFM/020/2018/SMDHC/FUMCAD;Turma da Touca - ACRS;DO RE MI Cantando e Dançando Cultural;Fomento;;4,74135E+13;02/05/2018;30/04/2020;24;458320,5;458320,5;;;6,0742E+15;6,0742E+15;;;;
TFM/021/2018/SMDHC/FUMCAD;AFESU: Associação Feminina de Estudos Sociais e Universitário;Oficinas Educacionais, Culturais e Recreativas  para Crianças;Fomento;;6,04286E+13;02/05/2018;01/05/2019;12;299140;299140;;;6,0742E+15;6,0742E+15;;;;
TFM/022/2018/SMDHC/FUMCAD;Via Cultural - Instituto de Pesquisa e Ação pela Cultura;Laboratório Despertar;Fomento;;7,73644E+12;02/05/2018;01/05/2019;12;263271,06;263271,06;;;6,0742E+15;6,0742E+15;;;;
TFM/023/2018/SMDHC/FUMCAD;Associação Vida Jovem;Projeto de Matemática Aplicada e Tecnologia;Fomento;;5,70624E+13;02/05/2018;31/12/2019;20;729389,28;729389,28;;;6,0742E+15;6,0742E+15;;;;
TFM/025/2018/SMDHC/FUMCAD;APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente;Garantir os Direitos;Fomento;;6,05022E+13;02/05/2018;01/05/2019;12;1220014,89;1220014,89;;;6,0742E+15;6,0742E+15;;;;
TFM/026/2018/SMDHC/FUMCAD;Aldeias Infantis SOS Brasil;Nós em Rede;Fomento;;3,57974E+13;02/05/2018;01/05/2019;12;214274,56;214274,56;;;6,0742E+15;6,0742E+15;;;;
TFM/027/2018/SMDHC/FUMCAD;Liga das Senhoras Católicas de São Paulo / Liga Solidária;Música na 1ª Infância;Fomento;;6,0597E+13;02/05/2018;01/05/2019;12;189757,14;189757,14;;;6,0742E+15;6,0742E+15;;;;
TFM/028/2018/SMDHC/FUMCAD;IVM: Instituto Viva Melhor;Qualificação Profissional de Adolescente em Gastronomia;Fomento;;8,00263E+12;02/05/2018;01/05/2019;12;700000;700000;;;6,0742E+15;6,0742E+15;;;;
TFM/029/2018/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Atendimento Imonofenótico e Genético des Neoplasias da Infância e Adolescência;Fomento;;6,71857E+13;02/05/2018;30/04/2020;24;3899910,11;3899910,11;;;6,0742E+15;6,0742E+15;;;;
TFM/033/2018/SMDHC/FUMCAD;Instituto Pombas Urbanas;Projeto Crê – Seres, Comunidade arte educadora;Fomento;;5,41636E+12;02/05/2018;31/07/2018;3;1002674;498092;;;6,0742E+15;6,0742E+15;;;;
TFM/037/2018/SMDHC/FUMCAD;Instituto Fomentando Redes e Empreendedorismo Social;Projeto Florir;Fomento;;1,05898E+13;02/05/2018;30/04/2020;24;613920;613920;;;6,0742E+15;6,0742E+15;;;;
TFM/030/2018/SMDHC/FUMCAD;ESPRO - Associação de Ensino Social Profissionalizante;Programa de Formação para o Mundo do Trabalho, Oficinas de Convivência Familiar e Geração de Renda;Fomento;;5,15493E+13;01/06/2018;14/12/2022;55;1029159,98;1029159,98;;;6,0742E+15;6,0742E+15;;;;
TFM/031/2018/SMDHC/FUMCAD;Associação Hurra!;Associação Hurra;Fomento;;1,06962E+13;01/06/2018;30/05/2020;24;764900;764900;;;6,0742E+15;6,0742E+15;;;;
TFM/034/2018/SMDHC/FUMCAD;Instituto Ser Mais;Educonexão;Fomento;;8,69887E+12;01/06/2018;31/05/2019;12;995173,82;995173,82;;;6,0742E+15;6,0742E+15;;;;
TFM/035/2018/SMDHC/FUMCAD;Instituto Toca do Coelho;Fábrica de Talentos;Fomento;;6,28769E+12;01/06/2018;31/05/2019;12;579876;579876;;;6,0742E+15;6,0742E+15;;;;
TFM/039/2018/SMDHC/FUMCAD;Instituto Barrichello;Esporte e Cidadania em Ação;Fomento;;7,6724E+12;01/06/2018;31/05/2019;12;680477,58;680477,58;;;6,0742E+15;6,0742E+15;;;;
TFM/040/2018/SMDHC/FUMCAD;Fundação Dorina Nowill para Cegos;Autonomia e Independência para crianças e adolescentes com deficiência visual;Fomento;;6,05071E+13;01/06/2018;31/05/2019;12;1298273,52;1298273,52;;;6,0742E+15;6,0742E+15;;;;
TFM/041/2018/SMDHC/FUMCAD;Arrastão Movimento de Promoção Humana;Arrastão em Rede;Fomento;;4,30822E+13;01/06/2018;30/05/2020;24;438426,11;438426,11;;;6,0742E+15;6,0742E+15;;;;
TFM/042/2018/SMDHC/FUMCAD;Obras Sociais do Jardim Clímax;Universo da Informática;Fomento;;5,38241E+13;01/06/2018;30/05/2020;24;285400;285400;;;6,0742E+15;6,0742E+15;;;;
TFM/044/2018/SMDHC/FUMCAD;Instituto Reciclar / Instituto de Reciclagem do Adolescente;Empreendedor Reciclar - Desenvolvimento Jovens para Empreender na Vida, no Trabalho e na Comunidade;Fomento;;7,50121E+11;01/06/2018;30/05/2020;24;2705525,07;2705525,07;;;6,0742E+15;6,0742E+15;;;;
TFM/046/2018/SMDHC/FUMCAD;LARAMARA - Associação Brasileira de Assistência À Pessoa com Deficiência Visual;Inclusão e Tecnologia Assistiva - Laramara;Fomento;;6,76404E+13;01/06/2018;31/05/2019;12;610500;610500;;;6,0742E+15;6,0742E+15;;;;
TFM/048/2018/SMDHC/FUMCAD;Fundação Julita;Criando habitats para a formação socioambiental;Fomento;;6,28058E+13;01/06/2018;30/05/2020;24;495134,89;495134,89;;;6,0742E+15;6,0742E+15;;;;
TFM/051/2018/SMDHC/FUMCAD;IMBRA: Instituto Muda Brasil;Jovens Líderes do Futuro;Fomento;;8,81752E+12;01/06/2018;30/05/2020;24;1145149,16;1145149,16;;;6,0742E+15;6,0742E+15;;;;
TFM/053/2018/SMDHC/FUMCAD;Instituto Verter;Ver na Escola;Fomento;;7,4706E+12;01/06/2018;30/06/2019;13;1468059,8;1468059,8;;;6,0742E+15;6,0742E+15;;;;
TFM/054/2018/SMDHC/FUMCAD;Viração Educomunicação;Jovens Comunicadores;Fomento;;1,12285E+13;01/06/2018;31/05/2019;12;408818,04;408818,04;;;6,0742E+15;6,0742E+15;;;;
TFM/056/2018/SMDHC/FUMCAD;Instituto Ser Mais;Criança Feliz é Criança no Esporte;Fomento;;8,69887E+12;01/06/2018;30/05/2020;24;1191731,6;1191731,6;;;6,0742E+15;6,0742E+15;;;;
TFM/057/2018/SMDHC/FUMCAD;Instituto Blandina Meirelles - Centro Comunitário e Creche Sinhazinha Meirelles;Música e Movimento;Fomento;;6,23918E+13;01/06/2018;30/06/2020;25;291116,36;291116,42;;;6,0742E+15;6,0742E+15;;;;
TFM/024/2018/SMDHC/FUMCAD;Instituto C - Criança, Cuidado, Cidadão;Alimentação Saudável e Poucos Recursos: Como fazer?;Fomento;;1,46449E+13;02/07/2018;30/06/2020;24;649149,49;649149,49;;;6,0742E+15;6,0742E+15;;;;
TFM/043/2018/SMDHC/FUMCAD;Associação Cultural e Desportiva Bandeirantes;Sou Cidadão;Fomento;;6,7009E+13;01/07/2018;04/08/2020;26;379137;379137;;;6,0742E+15;6,0742E+15;;;;
TFM/045/2018/SMDHC/FUMCAD;Associação Instrutora da Juventude Feminina / Instituto Sedes Sapientiae;Prevenção, Capacitação nas Situações de Violência e Abuso Sexual de Crianças e Adolescentes;Fomento;;6,05339E+13;02/07/2018;01/07/2019;12;387822,51;387822,51;;;6,0742E+15;6,0742E+15;;;;
TFM/047/2018/SMDHC/FUMCAD;GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer;Atendimento de enfermagem no tratamento de crianças e adolescentes com câncer por profissionais qualificados em oncologia pediátrica no hospital do GRAAC;Fomento;;6,71857E+13;02/07/2018;30/06/2020;24;8198601,21;8198601,21;;;6,0742E+15;6,0742E+15;;;;
TFM/049/2018/SMDHC/FUMCAD;Movimento Comunitário Estrela Nova;Ação em Movimento;Fomento;;5,38172E+13;02/07/2018;30/06/2020;24;306965,87;306965,87;;;6,0742E+15;6,0742E+15;;;;
TFM/050/2018/SMDHC/FUMCAD;ABCD Nossa Casa - Associação Beneficente à Criança Desamparada;Novos Horizontes: Esporte e Cultura;Fomento;;2,48431E+13;02/07/2018;01/07/2019;12;83040;83040;;;6,0742E+15;6,0742E+15;;;;
TFM/055/2018/SMDHC/FUMCAD;CIAM: Centro Israelita de Apoio Multidisciplinar;Núcleo de Apoio à Inclusão Social da Pessoa com Deficiência;Fomento;;6,16833E+13;02/07/2018;01/07/2019;12;222148,4;222148,4;;;6,0742E+15;6,0742E+15;;;;
TFM/059/2018/SMDHC/FUMCAD;CEDESC: Centro de Desenvolvimento Educacional, Social e Cultural do Parque Fernanda;Arte Ambiente;Fomento;;5,38157E+13;02/07/2018;30/06/2020;24;672478,24;672478,24;;;6,0742E+15;6,0742E+15;;;;
TFM/062/2018/SMDHC/FUMCAD;Associação Educacional e Assistencial Casa do Zézinho;Cores e Família;Fomento;;7,4566E+13;02/07/2018;01/07/2020;24;463639,73;463639,73;;;6,0742E+15;6,0742E+15;;;;
TFM/064/2018/SMDHC/FUMCAD;CIAM: Centro Israelita de Apoio Multidisciplinar;Serviços de Assistência Multifamiliar de bebês prematuros e/ou crianças com deficiência intelectual;Fomento;;6,16833E+13;02/07/2018;01/07/2019;12;237841,76;237841,76;;;6,0742E+15;6,0742E+15;;;;
TFM/032/2018/SMDHC/FUMCAD;ADID: Associação para Desenvolvimento Integral do Down;Down, Movimento e Aprendizagem;Fomento;;6,20201E+13;01/08/2018;30/07/2020;24;1939653,4;1939653,4;;;6,0742E+15;6,0742E+15;;;;
TFM/038/2018/SMDHC/FUMCAD;Lar das Crianças Casa do Caminho;Vidas Especiais;Fomento;;6,13872E+13;01/08/2018;31/07/2019;12;455202,29;455202,29;;;6,0742E+15;6,0742E+15;;;;
TFM/058/2018/SMDHC/FUMCAD;OSUC: Obras Sociais Universitárias e Culturais;Tecnologia para a Vida – Formação e Qualificação - Profissional de Jovens em curso técnico-profissionalizante em Informática;Fomento;;6,04284E+13;01/08/2018;31/07/2019;12;176337,68;176328,38;;;6,0742E+15;6,0742E+15;;;;
TFM/060/2018/SMDHC/FUMCAD;Associação Fazendo História;Apadrinhamento Afetivo;Fomento;;7,32504E+12;01/08/2018;30/07/2020;24;524995;524725;;;6,0742E+15;6,0742E+15;;;;
TFM/061/2018/SMDHC/FUMCAD;APOIO - Associação de Auxílio Mútuo da Região Leste;Compartilhando o Conhecimento;Fomento;;7,40871E+13;01/08/2018;30/07/2020;24;2244844,45;2244844,45;;;6,0742E+15;6,0742E+15;;;;
TFM/063/2018/SMDHC/FUMCAD;OSUC: Obras Sociais Universitárias e Culturais;Conexão Futura - Formação e Qualificação Prof. de Jovens em Curso Técnico Profissionalizante em Redes de Computadores;Fomento;;6,04284E+13;01/08/2018;31/07/2019;12;168974,02;168974,02;;;6,0742E+15;6,0742E+15;;;;
TFM/065/2018/SMDHC/FUMCAD;Ágape Philos: Instituto de Apoio ao Crescimento e Desenvolvimento Infantojuvenil;Vivo Cidadão;Fomento;;1,08375E+13;01/08/2018;31/07/2019;12;362774,65;362774,65;;;6,0742E+15;6,0742E+15;;;;
TFM/066/2018/SMDHC/FUMCAD;Associação Criança Brasil;Aqui o Papo é Sério;Fomento;;5,83732E+13;01/08/2018;30/07/2020;24;131602,12;131602,12;;;6,0742E+15;6,0742E+15;;;;
TFM/067/2018/SMDHC/FUMCAD;Associação Educacional e Assistencial Casa do Zézinho;Chama Zezinho;Fomento;;7,4566E+13;01/08/2018;31/07/2019;12;513574,68;513574,68;;;6,0742E+15;6,0742E+15;;;;
TFM/068/2018/SMDHC/FUMCAD;Instituto Sou da Paz;Rede de Proteção Integrada: trabalho de articulação e mobilização na Brasilândia;Fomento;;3,48357E+12;01/08/2018;31/07/2019;12;320153,26;320153,26;;;6,0742E+15;6,0742E+15;;;;
TFM/069/2018/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Preparando o Futuro - Programa de Aprendizagem;Fomento;;6,09787E+13;01/08/2018;30/08/2019;13;113148,92;113148,92;;;6,0742E+15;6,0742E+15;;;;
TFM/070/2018/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Inclusão Digital UNIBES;Fomento;;6,09787E+13;01/08/2018;30/08/2019;13;143008,6;143008,6;;;6,0742E+15;6,0742E+15;;;;
TFM/072/2018/SMDHC/FUMCAD;Associação Beneficente Vivenda da Criança;Socializando;Fomento;;6,15771E+13;01/08/2018;31/07/2019;12;522283,72;522283,72;;;6,0742E+15;6,0742E+15;;;;
TFM/073/2018/SMDHC/FUMCAD;Instituição Beneficente Israelita Ten Yad;Cultivando a Paz;Fomento;;6,91278E+13;01/08/2018;30/11/2019;16;409040;409040;;;6,0742E+15;6,0742E+15;;;;
TFM/074/2018/SMDHC/FUMCAD;ASA: Associação Santo Agostinho;Previna-se: saúde sexual, reprodutiva e atendimento psicológico aos educandos da ASA;Fomento;;6,22725E+13;01/08/2018;30/07/2020;24;419400,6;419400,6;;;6,0742E+15;6,0742E+15;;;;
TFM/071/2018/SMDHC/FUMCAD;CENOP: Centro de Educação e Promoção Popular da Vila Nitro Operária;Primeiro Passo;Fomento;;5,42822E+13;01/09/2018;31/08/2019;12;453162,06;453162,06;;;6,0742E+15;6,0742E+15;;;;
TFM/075/2018/SMDHC/FUMCAD;ADERE: Associação para Desenvolvimento Educacional e Recuperação do Excepcional;Judô – Caminho suave para a inclusão;Fomento;;4,34878E+13;01/09/2018;30/08/2020;24;458551,85;458551,83;;;6,0742E+15;6,0742E+15;;;;
TFM/076/2018/SMDHC/FUMCAD;Congregação Santa Cruz;Em Busca dos Caminhos;Fomento;;6,09932E+13;01/09/2018;31/08/2019;12;252018,33;252018,33;;;6,0742E+15;6,0742E+15;;;;
TFM/077/2018/SMDHC/FUMCAD;TUCCA - Associação para Crianças e Adolescentes com Câncer;Atenção Integral do Diagnóstico à Cura, um direito de toda criança e adolescente com câncer;Fomento;;3,09266E+12;01/09/2018;31/08/2019;12;2115386;2115385,98;;;6,0742E+15;6,0742E+15;;;;
TFM/078/2018/SMDHC/FUMCAD;UNIBES: União Brasileiro-Israelita do Bem-Estar Social;Musicalizando a Vida;Fomento;;6,09787E+13;01/09/2018;30/09/2019;13;308708,96;308708,96;;;6,0742E+15;6,0742E+15;;;;
TFM/079/2018/SMDHC/FUMCAD;Obra Filantrópica e Missionária Novo Lar Betânia;Esportes;Fomento;;6,55089E+13;01/10/2018;29/09/2020;24;1033560;1033560;;;6,0742E+15;6,0742E+15;;;;
